AirlineID,Name,Country,Active
-1,Unknown,\N,Y
2,135 Airways,UnitedStates,N
3,1Time Airline,SouthAfrica,Y
4,2 Sqn No 1 Elementary Flying Training School,UnitedKingdom,N
5,213 Flight Unit,Russia,N
6,223 Flight Unit State Airline,Russia,N
7,224th Flight Unit,Russia,N
8,247 Jet Ltd,UnitedKingdom,N
9,3D Aviation,UnitedStates,N
10,40-Mile Air,UnitedStates,Y
11,4D Air,Thailand,N
12,611897 Alberta Limited,Canada,N
13,Ansett Australia,Australia,Y
14,Abacus International,Singapore,Y
15,Abelag Aviation,Belgium,N
16,Army Air Corps,UnitedKingdom,N
17,Aero Aviation Centre Ltd.,Canada,N
18,Aero Servicios Ejecutivos Internacionales,Mexico,N
19,Aero Biniza,Mexico,N
20,Aero Albatros,Spain,N
21,Aigle Azur,France,Y
22,Aloha Airlines,UnitedStates,Y
23,Alaska Island Air,UnitedStates,N
24,American Airlines,UnitedStates,Y
25,Aviation Management Corporation,UnitedStates,N
26,Atlantis Airlines (USA),UnitedStates,N
27,Aerovista Airlines,UnitedArabEmirates,N
28,Asiana Airlines,RepublicofKorea,Y
29,Askari Aviation,Pakistan,Y
30,Australia Asia Airlines,Australia,N
31,Astro Air International,UnitedStates,N
32,Afriqiyah Airways,Libya,Y
33,Afrinat International Airlines,Gambia,N
34,Afric'air Express,IvoryCoast,N
35,Allegiant Air,UnitedStates,Y
36,Angus Aviation,Canada,N
37,Artem-Avia,Ukraine,N
38,African Business and Transportations,DemocraticRepublicoftheCongo,N
39,Aban Air,Iran,n
40,Aerial Oy,Finland,N
41,Abakan-Avia,Russia,N
42,ABSA - Aerolinhas Brasileiras,Brazil,Y
43,Abaet,Brazil,N
44,Alberta Citylink,Canada,N
45,APSA Colombia,Colombia,N
46,Aerovias Bueno,Colombia,N
47,Aerocenter,AEROCENTER,N
48,Antrak Air,Ghana,N
49,Airborne Express,UnitedStates,N
50,ABX Air,UnitedStates,N
51,ATA Brasil,Brazil,N
52,Avcard Services,UnitedKingdom,N
53,Academy Airlines,UnitedStates,N
54,Aero Comondu,Mexico,N
55,Astral Aviation,Kenya,Y
56,Air Cess,Liberia,N
57,Air Aurora,UnitedStates,N
58,Air Cargo Transportation System,Kenya,N
59,Air Charter Service,UnitedKingdom,N
60,Aero Asia International,Pakistan,N
61,Air Charters,Canada,N
62,Air Togo,Togo,N
63,Air Somalia,SomaliRepublic,N
64,Atlas Cargo Lines,Morocco,N
65,Airservices Australia,Australia,N
66,Advance Leasing Company,UnitedStates,N
67,Aztec Worldwide Airlines,UnitedStates,N
68,Air Tindi,CanadianTerritories,Y
69,Antonov Airlines,Ukraine,N
70,Air Atlantic Dominicana,DominicanRepublic,N
71,Advanced Air Co.,Japan,N
72,Ada Air,Albania,Y
73,Aerea Flying Training Organization,Spain,N
74,Audeli Air,Spain,N
75,Abicar,IvoryCoast,N
76,ADC Airlines,Nigeria,N
77,Aero Dynamics,UnitedKingdom,N
78,Aerolineas Dominicanas,DominicanRepublic,N
79,Aerodienst GmbH,Germany,N
80,Aerodiplomatic,Mexico,N
81,Aerodyne,UnitedStates,N
82,Avion Taxi,Canada,N
83,Adria Airways,Slovenia,Y
84,Aviones de Sonora,Mexico,N
85,Air Dorval,Canada,N
86,Airdeal Oy,Finland,N
87,Advance Air Charters,Canada,N
88,Air Andaman,Thailand,N
89,Anderson Aviation,UnitedStates,N
90,Air Europa,Spain,Y
91,Air Southwest Ltd.,Canada,N
92,Air Special,CzechRepublic,N
93,Aero Benin,Benin,Y
94,Aerocesar,AEROCESAR,N
95,Aerotrans Airlines,Russia,N
96,Aegean Airlines,Greece,Y
97,Aerofumigaciones Sam,Chile,N
98,Aeroexpreso Interamericano,Colombia,N
99,Air Express,Tanzania,N
100,Aerocon,Bolivia,N
101,Aero Madrid,Spain,N
102,Aeroenlaces Nacionales,Mexico,N
103,Aeroservicios Ejecutivos Del Occidente,Mexico,N
104,Aerotec,Spain,N
105,Air Atlantique,UnitedKingdom,N
106,Air Europe,Italy,Y
107,Air Alma,Canada,N
108,Air Express,Sweden,N
109,Alaska Central Express,UnitedStates,Y
110,ACES Colombia,Colombia,Y
111,Aeronautical Radio of Thailand,Thailand,N
112,Astraeus,UnitedKingdom,Y
113,Aeroventas,Mexico,N
114,Aerosvit Airlines,Ukraine,Y
115,Airway Express,UnitedStates,N
116,Air Italy,Italy,Y
117,Aerial Transit Company,UnitedStates,N
118,Alfa Air,CzechRepublic,N
119,American Falcon,Argentina,N
120,Alliance Airlines,Australia,Y
121,Air Universal,SierraLeone,N
122,Auvia Air,Indonesia,N
123,African West Air,Senegal,N
124,Airfast Indonesia,Indonesia,N
125,Ariana Afghan Airlines,Afghanistan,Y
126,Air Fecteau,Canada,N
127,Africaone,Uganda,N
128,Alliance,Uganda,N
129,Africa Air Links,SierraLeone,N
130,Aeroflot Russian Airlines,Russia,Y
131,Aero Empresa Mexicana,Mexico,N
132,Air Bosna,BosniaandHerzegovina,Y
133,Air Bravo,Uganda,N
134,Air Brasd'or,Canada,N
135,Air 500,Canada,N
136,Alba Servizi Aerotrasporti,Italy,N
137,Air France,France,Y
138,Air Partner,UnitedKingdom,N
139,Air Caledonie International,France,Y
140,Air Caledonia,Canada,N
141,Air Guam,UnitedStates,N
142,Air Gabon,Gabon,N
143,Air Data,UnitedKingdom,N
144,Air Afrique Vacancies,IvoryCoast,N
145,Air Cargo America,UnitedStates,N
146,Air Salone,SierraLeone,Y
147,Air-Angol,Angola,N
148,Air Nigeria,Nigeria,N
149,Air Cargo Carriers,UnitedStates,Y
150,Air Samarkand,Uzbekistan,N
151,Air Senegal International,Senegal,N
152,Air Sandy,Canada,N
153,Air Namibia,Namibia,Y
154,Air Intersalonika,Greece,N
155,Air Anatolia,Turkey,N
156,Air Saigon,Vietnam,N
157,Afrique Regional Airways,IvoryCoast,N
158,Airfreight Express,UnitedKingdom,N
159,Africa Chartered Services,Nigeria,N
160,Africa Freight Services,Zambia,N
161,Aeronaves Del Centro,Venezuela,N
162,Air Service Gabon,Gabon,N
163,Arab Agricultural Aviation Company,Egypt,N
164,Atlantic Gulf Airlines,UnitedStates,N
165,Aerolitoral,Mexico,Y
166,Algoma Airways,Canada,N
167,Altagna,France,N
168,Angola Air Charter,Angola,N
169,Angola Air Charter,Angola,N
170,AERFI Group,Ireland,N
171,Aerogala,Chile,N
172,Amadeus Global Travel Distribution,Spain,N
173,Angara Airlines,Russia,N
174,Air Glaciers,Switzerland,Y
175,Aero Gambia,Gambia,N
176,Aviogenex,Serbia,Y
177,Atlantic Coast Airlines,UnitedStates,N
178,Aero Barloz,Mexico,N
179,Aeroper,Peru,Y
180,Atlas Blue,Morocco,Y
181,Aero Banobras,Mexico,N
182,Aero Flight Service,UnitedStates,N
183,Agrolet-Mci,Slovakia,N
184,Air Alpha Greenland,Denmark,N
185,Azal Avia Cargo,Azerbaijan,N
186,Airport Helicopter Basel,AIRPORTHELICOPTER,N
187,Aeroservices Corporate,France,N
188,Aspen Helicopters,UnitedStates,N
189,Aerochago Airlines,DominicanRepublic,N
190,Airplanes Holdings,Ireland,N
191,Air Hong Kong,HongKong,N
192,Aerochiapas,Mexico,N
193,Air Adriatic,Croatia,N
194,Air Viggi San Raffaele,Italy,N
195,ABC Air Hungary,Hungary,N
196,Aeromist-Kharkiv,Ukraine,N
197,Azerbaijan Airlines,Azerbaijan,Y
198,Avies,Estonia,Y
199,Airbus Industrie,France,N
200,Alpine Air Chile,Chile,N
201,Air Integra,Canada,N
202,ABC Aerolineas,Mexico,N
203,African Airlines International Limited,Kenya,N
204,African International Airways,Swaziland,N
205,Alpine Air Express,UnitedStates,N
206,Alicante Internacional Airlines,Spain,N
207,Aba Air,CzechRepublic,N
208,Airblue,Pakistan,Y
209,Airmark Aviation,Thailand,N
210,Airlift International,UnitedStates,Y
211,Airest,Estonia,N
212,Air Baffin,Canada,N
213,Air Bandama,IvoryCoast,N
214,Air Berlin,Germany,Y
215,Air Brousse,Canada,N
216,Air Contractors,Ireland,N
217,Air Illinois,UnitedStates,N
218,Air India Limited,India,Y
219,Air Inter Gabon,Gabon,N
220,Air Bourbon,Reunion,Y
221,Air Atlanta Icelandic,Iceland,Y
222,Air Inuit,Canada,N
223,Air Sureste,Spain,N
224,Air Srpska,BosniaandHerzegovina,N
225,Air Tahiti Nui,France,Y
226,Airvias S/A Linhas Aereas,Brazil,N
227,Aero Services Executive,France,N
228,Atlantic Island Airways,Canada,N
229,Aircruising Australia,Australia,N
230,Aircrew Check and Training Australia,Australia,N
231,Arkia Israel Airlines,Israel,Y
232,A J Services,UnitedKingdom,N
233,Aero JBR,Mexico,N
234,Aero Jet Express,Mexico,N
235,Avia Consult Flugbetriebs,Austria,N
236,Ameristar Jet Charter,UnitedStates,N
237,A2 Jet Leasing,UnitedStates,N
238,Allied Air,Nigeria,N
239,Air Jamaica,Jamaica,Y
240,Air One,Italy,Y
241,Air Sahara,India,Y
242,Air Malta,Malta,Y
243,Aeroejecutivo,Mexico,N
244,Aero Jets Corporativos,Mexico,N
245,Aeroejecutivos Colombia,Colombia,N
246,Amerijet International,UnitedStates,N
247,Air Jetsul,Portugal,N
248,ANA & JP Express,Japan,N
249,Alpha Jet International,UnitedStates,N
250,Air Japan,Japan,Y
251,Ajet,Cyprus,N
252,Air Korea Co. Ltd.,RepublicofKorea,Y
253,Air Livonia,Estonia,N
254,Air BC,Canada,N
255,Air Fret Senegal,Senegal,N
256,Air Jamahiriya Company,Libya,N
257,Aktjubavia,Kazakhstan,N
258,Arca Aerovias Colombianas Ltda.,Colombia,N
259,Anikay Air Company,Kyrgyzstan,N
260,Akhal,Turkmenistan,N
261,Aeromilenio,Mexico,N
262,Aklak Air,Canada,N
263,Air Kiribati,Kiribati,Y
264,Alkan Air,Canada,N
265,Angkor Airways,Cambodia,N
266,Air Nippon Network Co. Ltd.,Japan,N
267,AK Navigator LLC,Kazakhstan,N
268,Aero Albatros,Mexico,N
269,Albion Aviation,UnitedKingdom,N
270,Aeroalas Colombia,Colombia,N
271,Allied Command Europe (Mobile Force),Belgium,N
272,Aerotaxis Albatros,Mexico,N
273,American Flyers,UnitedStates,N
274,Aero Coach Aviation,UnitedStates,N
275,Atlantic Southeast Airlines,UnitedStates,N
276,ACM Air Charter,Germany,N
277,Air Logistics,UnitedStates,N
278,Aerovallarta,Mexico,N
279,Air ALM,NetherlandsAntilles,N
280,Air Lincoln,UnitedStates,N
281,America West Airlines,UnitedStates,Y
282,Air Wisconsin,UnitedStates,Y
283,Aerotransporte de Carga Union,Mexico,N
284,Aero Taxis Cessna,Mexico,N
285,Arizona Express Airlines,UnitedStates,N
286,Tatarstan Airlines,Russia,Y
287,Allegheny Commuter Airlines,UnitedStates,Y
288,Alpliner AG,Switzerland,N
289,Altair Aviation (1986),Canada,N
290,Air Luxor STP,SaoTomeandPrincipe,N
291,Alas de Venezuela,Venezuela,N
292,Alas Nacionales,ALNACIONAL,N
293,Alyeska Air Service,UnitedStates,N
294,Alta Flights (Charters) Ltd.,Canada,N
295,Air Sunshine,UnitedStates,Y
296,ATMA,Kazakhstan,N
297,Aerolineas Medellin,Colombia,N
298,Ameriflight,UnitedStates,N
299,Air Libert,France,Y
300,Air Lithuania,Lithuania,N
301,Air Minas Linhas A,Brazil,N
302,Alan Mann Helicopters Ltd.,UnitedKingdom,N
303,Air Maldives,Maldives,N
304,Aviation Amos,Canada,N
305,Amerer Air,Austria,N
306,Air Malawi,Malawi,Y
307,Aeroputul International Marculesti,Moldova,N
308,Air Montenegro,Montenegro,N
309,Air Montreal (Air Holdings Inc.),Canada,N
310,Aero Transporte S.A. (ATSA),Peru,N
311,Aeromedicare Ltd.,UnitedKingdom,N
312,Air Sicilia,Italy,Y
313,Air Specialties Corporation,UnitedStates,N
314,Air Muskoka,Canada,N
315,ATA Airlines,UnitedStates,Y
316,Air Macau,Macao,Y
317,AMC Airlines,Egypt,Y
318,Air Midwest,UnitedStates,N
319,Air Seychelles,Seychelles,Y
320,Air Sofia,Bulgaria,N
321,AeroMéxico,Mexico,Y
322,Air Ambar,DominicanRepublic,N
323,Amiya Airline,Nigeria,N
324,All Nippon Airways,Japan,Y
325,Air Navigation And Trading Co. Ltd.,UnitedKingdom,N
326,Anglo Cargo,UnitedKingdom,N
327,Air Nostrum,Spain,Y
328,Air Niugini,PapuaNewGuinea,Y
329,Air Arabia,UnitedArabEmirates,Y
330,Air Canada,Canada,Y
331,Airport Bratsk,Russia,N
332,Air Wings,Moldova,N
333,Air Baltic,Latvia,Y
334,Alajnihah for Air Transport,Libya,N
335,Air Atlantic (Nig) Limited,Nigeria,N
336,Air Nippon,Japan,Y
337,Antares Airtransport,ANTARES,N
338,Airnorth,Australia,Y
339,Aerol,Colombia,N
340,Andes Lineas Aereas,Argentina,N
341,Air North Charter - Canada,Canada,Y
342,Air Nevada,UnitedStates,N
343,AOM French Airlines,France,N
344,Aviacion Del Noroeste,AVINOR,N
345,Air New Zealand,NewZealand,Y
346,Avia Jaynar,Kazakhstan,N
347,Aero Servicios Empresariales,Mexico,N
348,Alcon Servicios Aereos,ALCON,N
349,AVCOM,Russia,N
350,Aero Vodochody,CzechRepublic,N
351,Air One Executive,Italy,N
352,Atair Pty Ltd.,SouthAfrica,N
353,Aero VIP,Argentina,N
354,Aeromundo Ejecutivo,Mexico,N
355,Aerolinea Muri,Mexico,N
356,Astoria,ASTORIA,N
357,Aero Rent JSC,Russia,N
358,Aeronord-Grup,Moldova,N
359,Aeroatlantico Colombia,Colombia,N
360,Angkor Airlines,Cambodia,N
361,Aero Entreprise,France,N
362,As,COMPANYAS,N
363,Aeropiloto,Portugal,N
364,Aeroenlaces Nacionales,Mexico,N
365,Aerovis Airlines,Ukraine,N
366,Avjet International (FZE),UnitedArabEmirates,N
367,Aerovista Gulf Express,UnitedArabEmirates,N
368,Air Vegas,UnitedStates,N
369,Almaver,Mexico,N
370,Afro International Ent. Limited,Nigeria,N
371,Alitalia Express,Italy,Y
372,Asia Overnight Express,Philippines,N
373,Air Tractor,Croatia,N
374,Aero Vision,France,N
375,Aerotaxi Del Valle,Colombia,N
376,Air Park Aviation Ltd.,Canada,N
377,Airpac Airlines,AIRPAC,N
378,Aeroservicios Monterrey,Mexico,N
379,Amapola Flyg AB,Sweden,N
380,Air People International,Thailand,N
381,Alpha Aviation,AIRFLIGHT,N
382,ASA Pesada,ASAPESADA,N
383,Air Print,AIRPRINT,N
384,Atlantic Airlines,UnitedStates,N
385,Aerotransporte Petrolero,Colombia,N
386,Aero Flight,Germany,Y
387,ACM Aviation,UnitedStates,N
388,Aircompany Barcol,Russia,N
389,All Charter Limited,UnitedKingdom,N
390,Appalachian Flying Service,APPALACHIAN,N
391,Airpac,ALASKAPACIFIC,N
392,Aeropro,Canada,N
393,Aerolineas Pacifico Atlantico,AEROPERLAS,N
394,Aspen Aviation,UnitedStates,N
395,Aeropuma,AEROPUMA,N
396,Air Plan International,DemocraticRepublicoftheCongo,N
397,Arrow Air,UnitedStates,Y
398,Apex Air Cargo,UnitedStates,N
399,APA Internacional,DominicanRepublic,N
400,Aeroatlas,ATCO,N
401,Aquila Air Ltd.,Canada,N
402,Air Queensland,Australia,N
403,Aluminum Company Of America,UnitedStates,N
404,Aviones de Renta de Quintana Roo,AVIOQUINTANA,N
405,AirQuarius Aviation,SouthAfrica,N
406,Aerodyne Charter Company,UnitedStates,N
407,Arik Air,Nigeria,N
408,Avia Air N.V.,Aruba,N
409,Air Routing International Corp.,UnitedStates,N
410,Aerocondor,Portugal,Y
411,Aires,S.A.,Y
412,Aerolineas Argentinas,Argentina,Y
413,Arrowhead Airways,UnitedStates,N
414,Aero Vics,Mexico,N
416,Antillana De Navegacion Aerea,DominicanRepublic,N
417,Aeroservicios De San Luis,Mexico,N
418,Aerosuper,Mexico,N
419,Aero Link Air Services S.L.,Spain,N
420,Airlec - Air Aquitaine Transport,France,N
421,Aeromarket Express,Spain,N
422,Arrow Aviation Ltd.,Canada,N
423,RPA-Aviataxi Ltd.,Russia,N
424,Air Klaipeda,Lithuania,N
425,Armstrong Air,ARMSTRONG,N
426,Air Armenia,Armenia,N
427,Aeromet Servicios,Chile,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,Colombia,N
429,Aravco Ltd.,UnitedKingdom,N
430,Aria,France,N
431,Air Xpress,AIREX,N
432,Airline Alania,Russia,N
433,Air Tchad,Chad,N
434,Aerloineas de Techuacan,Mexico,N
435,Aerotransportes Huitzilin,Mexico,N
436,Aero Transportes Del Humaya,Mexico,N
437,Argosy Airways,UnitedStates,N
438,Air Resorts,UnitedStates,N
439,Alaska Airlines,ALASKA,Y
440,Air-Spray 1967 Ltd.,Canada,N
441,Air Star Corporation,Canada,N
442,Air Sinai,Egypt,Y
443,Airstars,Russia,N
444,Air Schefferville,SCHEFF,N
445,African Star Airways (PTY) Ltd.,SouthAfrica,N
446,Aerosun International,AEROSUN,N
447,Air Satellite,Canada,N
448,Awesome Flight Services (PTY) Ltd.,SouthAfrica,N
449,Air and Sea Transport,Russia,N
450,Aero Slovakia,Slovakia,N
451,Airsprint,Canada,N
452,Atlantic Southeast Airlines,UnitedStates,Y
453,All Star Airlines,ALLSTAR,N
454,Air Class,AIRCLASS,N
455,Aerlineas Del Oeste,Mexico,N
456,Aviones Are,Mexico,N
457,Air Nepal International,Nepal,N
458,Air Napier,NewZealand,N
459,Air Taxi & Cargo,Sudan,N
460,Arrow Panama,Panama,N
461,Astravia-Bissau Air Transports Ltd.,Guinea-Bissau,N
462,Astrakhan Airlines,Russia,Y
463,Air Transport Association,UnitedStates,N
464,Atlantair Ltd.,Canada,N
465,Air Tanzania,Tanzania,Y
466,Aerotours Dominicana,DominicanRepublic,N
467,Atlantis Transportation Services,ATLANTISCANADA,N
468,Aerotrans Airline,Kazakhstan,N
469,Air Charter World,UnitedStates,N
470,Air Burkina,BurkinaFaso,Y
471,Air Travel Corp.,UnitedStates,N
472,Aero-Tropics Air Services,Australia,N
473,Air Traffic GmbH,Germany,N
474,AeroTACA,Colombia,N
475,Aerocentral,Mexico,N
476,Airlines Of Tasmania,Australia,Y
477,Air Saint Pierre,France,Y
478,Air Transport International,UnitedStates,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,Colombia,N
480,Air Transport Schiphol,Netherlands,N
481,Aeroferinco,Mexico,N
482,Aero Taxis Y Servicios Alfe,Mexico,N
483,Avialesookhrana,Russia,N
484,Africair Service,Senegal,N
485,Atlas Airlines,UnitedStates,N
486,Air Transport Service,DemocraticRepublicoftheCongo,N
487,Aer Turas,Ireland,N
488,Atlant Aerobatics Ltd.,Hungary,N
489,Avanti Air,Germany,N
490,Aero Trades (Western) Ltd.,Canada,N
491,Austrian Airlines,Austria,Y
492,Air Southwest,UnitedKingdom,Y
493,Augsburg Airways,Germany,Y
494,Air Corporate,Italy,N
495,Aviastar-Tu,Russia,N
496,AirBridge Cargo,Russia,N
497,ATUR,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,Ecuador,N
499,Austin Express,UnitedStates,N
500,Audi Air,AUDIAIR,N
501,Augusta Air Luftfahrtunternehmen,Germany,N
502,Abu Dhabi Amiri Flight,UnitedArabEmirates,Y
503,Aeroflot-Nord,Russia,Y
504,Air Atlantic Uruguay,Uruguay,N
505,Aviones Unidos,Mexico,N
506,Avia Business Group,Russia,N
507,Aero Servicios Expecializados,Mexico,N
508,Aurigny Air Services,UnitedKingdom,Y
509,Aus-Air,Australia,N
510,Austral Lineas Aereas,Argentina,Y
511,Aurora Aviation,AURORAAIR,N
512,Air Uganda International Ltd.,Uganda,N
513,Aerolineas Uruguayas,AUSA,N
514,Australian Airlines,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,AVIANCA,Y
516,Aviation Beaufort,UnitedKingdom,N
517,Alamo Aviacion,ALAMO,N
518,Aviair Aviation Ltd.,Canada,N
519,Air Falcon,Djibouti,N
520,AV8 Helicopters,UnitedKingdom,N
521,Avia Traffic Company,Kyrgyzstan,N
522,AV8 Helicopters,SouthAfrica,N
523,Aviacion Ejecutiva Mexicana,AVEMEX,N
524,Air Vanuatu,Vanuatu,Y
525,Aviation at Work,SouthAfrica,N
526,Avcorp Registrations,UnitedKingdom,N
527,Alfa Aerospace,Australia,N
528,Atlantic Airfreight Aviation,SaoTomeandPrincipe,N
529,Aerolift Company,SierraLeone,N
530,Aviation Services,AQUILINE,N
531,Active Aero Charter,ACTIVEAERO,N
532,Avialsa T-35,Spain,N
533,Asia Avia Airlines,Indonesia,N
534,Avia Sud A,France,N
535,Airvantage Incorporated,UnitedStates,N
536,Aviator Airways,Greece,N
537,Aviapaslauga,Lithuania,N
538,ASL,Belgium,N
539,Air Yugoslavia,Serbia,N
540,Airlink Zambia,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,IvoryCoast,N
542,Airbus Transport International,France,N
543,Air Bangladesh,Bangladesh,Y
544,Aviodetachment-28,Bulgaria,N
545,Aero BG,Mexico,N
546,Aerotaxis De La Bahia,Mexico,N
547,Air Mediterranee,France,Y
548,Aviaservice,Georgia,N
549,Aerolineas De El Salvador,ElSalvador,N
550,Swaziland Airlink,Swaziland,N
551,Air Moorea,France,Y
552,Aerovaradero,AEROVARADERO,N
553,Air Valencia,Spain,N
554,Airways International,AIRNAT,N
555,Airwork,NewZealand,N
556,Australian Wetleasing,Australia,N
557,Air Niamey,Niger,N
558,Awood Air Ltd.,Canada,N
559,Arctic Wings And Rotors Ltd.,Canada,N
560,Auo Airclub AIST-M,Russia,N
561,Arab Wings,Jordan,N
562,Air West,Canada,N
563,Aeroline GmbH,Germany,Y
564,Airwave Transport,AIRWAVE,N
565,Air Wales,UnitedKingdom,Y
566,Aeroway,AEROWEE,N
567,Air Caraïbes,France,Y
568,AirWest,Sudan,N
569,Air India Express,India,Y
570,Air Express,Sudan,N
571,Asian Express Airlines,Australia,N
572,Aeromexhaga,Mexico,N
573,Aeron International Airlines,AIRFREIGHTER,N
574,African Express Airways,Kenya,N
575,Air Exel,Netherlands,Y
576,AirAsia,Malaysia,Y
577,Alexandair,Greece,N
578,Aeromax,Spain,N
579,Action Airlines (Action Air Charter),UnitedStates,N
580,Alberni Airways,Canada,N
581,Aerolineas Bonanza,Mexico,N
582,Aerobona,Mexico,N
583,Aboitiz Air,Philippines,N
584,Axel Rent,RENTAXEL,N
585,Altus Airlines,UnitedStates,N
586,Aviaxess,France,N
587,Avioimpex A.D.p.o.,Macedonia,N
588,Axis Airways,France,N
589,Aladia Airlines,Mexico,N
590,Aykavia Aircompany,Armenia,N
591,Airman,AIRMAN,N
592,Atlantic Airlines,ATLANTICNICARAGUA,N
593,Awsaj Aviation Services,Libya,N
594,Ayeet Aviation & Tourism,Israel,N
595,Atlant-Soyuz Airlines,Russia,Y
596,Alitalia,Italy,Y
597,Azamat,Kazakhstan,N
598,Arcus-Air Logistic,Germany,N
599,Air Zermatt AG,Switzerland,N
600,Azalhelikopter,Azerbaijan,N
601,Africa One,Zambia,N
602,Aerocozumel,Mexico,N
603,Amaszonas,Bolivia,Y
604,Arizona Pacific Airways,UnitedStates,N
605,Aviacon Zitotrans Air Company,Russia,N
606,Azimut,AZIMUT,N
607,Azov Avia Airlines,Ukraine,N
608,Air Zimbabwe,Zimbabwe,Y
609,Aero Jomacha,Mexico,N
610,Air Memphis,Egypt,N
611,Air Memphis,Uganda,N
612,Air Marrakech Service,Morocco,N
613,Air Max Africa,Gabon,N
614,Arizona Airways,ARIZAIR,N
615,Azza Transport,Sudan,N
616,Air Continental Inc,UnitedStates,N
617,Antanik-Air,Ukraine,N
618,Air Newark,UnitedStates,N
619,Aircraft Support and Services,Lebanon,N
620,Aerobanana,Mexico,N
621,Amako Airlines,Nigeria,N
622,Aserca Airlines,Venezuela,Y
623,Afrique CArgo Service Senegal,Senegal,N
624,Angoservice,Angola,N
625,Angel Airlines,Thailand,N
626,Angel Flight America,UnitedStates,N
627,Air Atonabee,Canada,N
628,Aero Nova,Spain,N
629,Amira Air,Austria,N
630,Aero Express Intercontinental,Mexico,N
631,Advance Aviation Services,UnitedStates,N
632,Air Libya Tibesti,Libya,N
633,Aerovic,Ecuador,N
634,Airventure,Belgium,N
635,Aero Servicios,Mexico,N
636,Airvallee,Italy,N
637,Aeromover,Mexico,N
638,Aerovias Ejecutivas,Mexico,N
639,Aero Servicio Pity,Mexico,N
640,Aero Copter,Mexico,N
641,Rossiya-Russian Airlines,Russia,Y
642,Air Pal,Spain,N
643,Air Pullmantur,Spain,N
644,Aviaexpress,Hungary,N
645,Aviones Para Servirle,Mexico,N
646,Avio Sluzba,Serbia,N
647,Air Scorpio,Bulgaria,N
648,Air Spirit,UnitedStates,N
649,Alatau Airlines,Kazakhstan,N
650,Aviateca,Guatemala,N
651,Aroostook Aviation,UnitedStates,N
652,Aeropycsa,Mexico,N
653,Association of Private Pilots of Kazakhstan,Kazakhstan,N
654,The Amiri Flight,Bahrain,N
655,Aero Services,Barbados,N
656,Ababeel Aviation,Sudan,N
657,Air Bashkortostan,Russia,N
658,Ambulance Air Africa,SouthAfrica,N
659,American Eagle Airlines,UnitedStates,Y
660,Aeropuelche,Chile,N
661,Aeroput,Serbia,N
662,Azzurra Air,Italy,N
663,Airshop,Netherlands,N
664,African Transport Trading and Investment Company,Sudan,N
665,AD Aviation,UnitedKingdom,Y
666,Aero Costa Taxi Aereo,Mexico,N
667,Aerovitro,Mexico,N
668,Aerotaxi Villa Rica,Mexico,N
669,Aerovega,Mexico,N
670,Aerovilla,Colombia,N
671,Aerolineas Villaverde,Mexico,N
672,Aero Air,UnitedStates,N
673,Aero Ejecutivos,Venezuela,N
674,Aero Industries Inc,UnitedStates,N
675,Aero Servicios Vanguardia,Mexico,N
676,Aero Taxi Los Valles,Spain,N
677,Aero Vilamoura,Portugal,N
678,Aero Virel,Mexico,N
679,Aeronautical Radio Inc,UnitedStates,N
680,Aerovuelox,Mexico,N
681,Aeronaves TSM,Mexico,N
682,Air Ivoire,IvoryCoast,Y
683,Air Botswana,Botswana,Y
684,Air-Rep,UnitedStates,N
685,Air Excel,Tanzania,N
686,Air Evans,Spain,N
687,Air Sorel,Canada,N
688,Air Net Private Charter,UnitedStates,N
689,Air Executive Charter,Germany,N
690,Air Foyle,UnitedKingdom,Y
691,Air Midwest,Nigeria,N
692,Air Tahiti,FrenchPolynesia,Y
693,Air Urga,Ukraine,N
694,Air Vardar,Macedonia,N
695,Air VIA,Bulgaria,Y
696,Air Walser,Italy,N
697,Aircompany Rosavia,Ukraine,N
698,Aircraft Performance Group,UnitedStates,N
699,Airwaves Airlink,Zambia,N
700,Airways Corporation of New Zealand,NewZealand,N
701,Airways,France,N
702,Airwings oy,Finland,N
703,Airkenya,Kenya,N
704,Air-Lift Associates,UnitedStates,N
705,Airtrans Ltd,Russia,N
706,ARP 410 Airlines,Ukraine,N
707,Auckland Regional Rescue Helicopter Trust,NewZealand,N
708,Aurora Airlines,Slovenia,N
709,Austro Aereo,Ecuador,N
710,Aviation Partners,UnitedStates,N
711,Avialift Vladivostok,Russia,N
712,Aviacion Comercial de America,Mexico,N
713,Aviast Air,Russia,N
714,Aviation North,UnitedStates,N
715,Africa West,Togo,Y
716,Avient Air Zambia,Zambia,N
717,Aviazur,France,N
718,Aviaprad,Russia,N
719,Avirex,Gabon,N
720,Aviaexpress Aircompany,Ukraine,N
721,AMR Services Corporation,UnitedStates,N
722,Airline Operations Services,UnitedStates,N
723,Airlines 400,Russia,N
724,ATRAN Cargo Airlines,RussianFederation,Y
725,Ameravia,Uruguay,N
726,Angkor Air,Cambodia,N
727,AVB-2004 Ltd,Bulgaria,N
728,ASECNA,France,N
729,AT and T Aviation Division,UnitedStates,N
730,Avalair,Serbia,N
